comuMerged,development / aka,units,type,agent,agent address,website,source,zip,combinedPhone
0210,Dumont Senior Housing,40.0,age,Penwal Affordable Hsg Corp,"300 Frank Burr Blvd, ste 25, Teaneck 07666",,tax credit,7628.0,(201) 387-7690
0210,St Marys Senior Apts,40.0,age,Mazulli Real Estate,"264 Belleville Av, Bloomfield 07003",Marzulli Real Estate - Home (weebly.com),MtL,7628.0,(973) 596-3984
0211,Riverwalk,24.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7407.0,(609) 664-2769
0212,384 Lofts,1.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",384 Lofts | Piazza & Associates Inc. (piazzanj.com),MtL,7073.0,(609) 786-1100
0212,480 Flatz,6.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",480 Flatz | Piazza & Associates Inc. (piazzanj.com),MtL,7073.0,(609) 786-1100
0212,Boiling Spring Gardens,200.0,age,Bergen County Housing Authority,"1 Bergen County Plaza, Hackensack 07631",Housing Authority of Bergen County (habcnj.org),PHA,7073.0,(201) 935-0790
0212,Central & Oak Apts,30.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Central & Oak | Piazza & Associates Inc. (piazzanj.com),MtL,7073.0,(609) 786-1100
0212,Monarch,32.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",The Monarch | Piazza & Associates Inc. (piazzanj.com),MtL,7073.0,(609) 786-1100
0213,Edgewater Housing Authority,,,Edgewater Housing Authority,,Edgewater Housing Authority (edgewaterha.org),PHA,7020.0,(201) 943-6000
0213,Affordable Housing of Metropolitan Edgewater (AHOME),18.0,family,Edgewater Housing Authority,,Building Inventory — Edgewater Housing Authority (edgewaterha.org),PHA,7020.0,(201) 943-6000
0213,Avalon at Edgewater,4.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7020.0,(609) 664-2769
0213,Edgewater housing rehab,10.0,family,Edgbewater Borough,"55 River Rd, Edgewater 07020","Edgewater Borough, NJ - Official Website | Official Website (edgewaternj.org)",MtL,7020.0,(201) 943-1700
0213,Edgewater Place Apts,17.0,family,Edgewater Housing Authority,"300 Undercliff Av, Edgewater 07020",Edgewater Housing Authority (edgewaterha.org),HUD,7020.0,(201) 943-6000
0213,Edgewater Senior Housing,31.0,age,,,,tax credit,7020.0,(201) 943-6000
0213,Edgewater Senior Residence,30.0,age,Edgewater Housing Authority,,Building Inventory — Edgewater Housing Authority (edgewaterha.org),PHA,7020.0,(201) 943-6000
0213,Neighborhood Affordable Housing Friends Inc,26.0,family,Edgewater Housing Authority,,Building Inventory — Edgewater Housing Authority (edgewaterha.org),PHA,7020.0,(201) 943-6000
0213,North River Mews,39.0,family,Edgbewater Borough,"55 River Rd, Edgewater 07020",,MtL,7020.0,(201) 943-1700
0213,St Moritz,3.0,family,,,,MtL,7020.0,(201) 840-8800
0213,Undercliff Apts,7.0,family,Edgewater Housing Authority,"300 Undercliff Av, Edgewater 07020",Edgewater Housing Authority (edgewaterha.org),HUD,7020.0,(201) 943-6000
0213,Vreeland Park Residences,38.0,family,Daibes Brothers Inc,"1000 Portside Dr, Edgewater 07020",,HMFA,7020.0,(201) 840-0050
0213,Waterford Towers,378.0,age,Daibes Brothers Inc,"1000 Portside Dr, Edgewater 07020",,HMFA,7020.0,(201) 917-1100
0213,Winterburn Gardens,21.0,family,Daibes Brothers Inc,"1000 Portside Dr, Edgewater 07020",,HMFA,7020.0,(201) 840-0050
0214,Emerson Veterans Supportive Housing,14.0,special,Bergen County Housing Authority,"1 Bergen County Plaza, Hackensack 07631",Housing Authority of Bergen County (habcnj.org),PHA,7630.0,(201) 497-6692
0214,New Concepts for living ,5.0,special,New Concepts for Living,"68A W Passaic St, Rochelle Park 07662",Group Home for Adults With Developmental Disabilities in Bergen County NJ | Supervised Housing for Special Needs Adults Bergen County (ncfl.net),MtL,7630.0,(201) 843-3427
0215,Englewood Housing Authority,,,Englewood Housing Authority,"111 W State St, Englewood 07631",Englewood Housing Authority (ehahousing.org),PHA,7631.0,(201) 871-3451
0215,167-8 Morse Place,4.0,family,Englewood Housing Authority,,Family Housing @ Englewood Housing Authority (ehahousing.org),PHA,7631.0,(201) 871-3451
0215,Englewood Apts,35.0,family,Radiant Property Mgt,"691 Elizabeth Av, ste 2, Newark 07112",Home - Radiant Property Management LLC,HUD,7631.0,(973) 282-1100
0215,Englewood City 1st time homebuyer program,6.0,family,Englewood City,"2-10 N VanBurnt St, Englewood 07631","Home - City of Englewood, NJ",MtL,7631.0,(201) 871-6622
0215,Greater Englewood Housing,270.0,family,State Realty LLC,"1 Rock Creek Ter, Englewood 07631",,HMFA,7631.0,(201) 871-0178
0215,Independece Hall,8.0,special,"Community Housing, Northern Bergen County",,,MtL,7631.0,(201) 489-8642
0215,Jewish Association for Developmentally Disabaled,4.0,special,Jewish Association for Developmentally Disabled,"50 Eisenhower Dr, ste 202, Paramus 07652",J-ADD - Jewish Association for Developmental Disabilities,MtL,7631.0,(201) 457-0058
0215,John Foti Apts / 115 Humphrey St ,9.0,age,Englewood Housing Authority,,Senior Housing @ Englewood Housing Authority (ehahousing.org),PHA,7631.0,(201) 871-3451
0215,King Gardens,100.0,family,,,,HMFA,7631.0,(201) 871-1270
0215,Pindle East,32.0,family,Alston Arms,"24 Lehigh St, Hackensack 07601",,HUD,7631.0,(201) 342-9523
0215,Shepard House,12.0,special,"Community Housing, Northern Bergen County",,,MtL,7631.0,(201) 489-8642
0215,Vincent K Tibbs Senior Apts,152.0,age,Englewood Housing Authority,,Senior Housing @ Englewood Housing Authority (ehahousing.org),PHA,7631.0,(201) 871-3451
0215,Vivian,15.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Vivian | Piazza & Associates Inc. (piazzanj.com),MtL,7631.0,(609) 786-1100
0215,Westmoor Gardens,64.0,fam,Englewood Housing Authority,"111 West St, Englewood 07631",Family Housing @ Englewood Housing Authority (ehahousing.org),PHA,7631.0,(201) 871-3451
0217, Crossings at Radburn,33.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Crossings at Radburn | Piazza & Associates Inc. (piazzanj.com),MtL,7401.0,(609) 786-1100
0217,Alliance Against Homelessness group home,4.0,special,Alliance Against Homelessness of Bergen County,"267 Pascack Rd, Washington Township 07676",,MtL,7401.0,(201) 644-1700
0217,Allies Inc group home,6.0,special,Allies Inc,"1262 Whitehourse-Hamilton Rd, Bldg A, Ste 101,Hamiltion 08690",Home - Allies Inc (alliesnj.org),MtL,7401.0,(609) 689-0136
0217,Bergan & Passaic County ARC group home,4.0,special,Bergan & Passaic County ARC,"223 Moore St, Hackensack 07601",The Arc of Bergen | Passaic County NJ (arcbp.com),MtL,7401.0,(201) 343-0322
0217,Care Plus NJ group home 1,5.0,special,Care Plus NJ Inc,"610 Valley Health Plz, Paramus 07652","CarePlus New Jersey Mental Health Care, Psychiatrists, Psychologists, Therapy - Home (careplusnj.org)",MtL,7401.0,(201) 265-8200
0217,Care Plus NJ group home 2 / Fairlawn Mental Heath Ctr,3.0,special,Care Plus NJ Inc,"610 Valley Health Plz, Paramus 07652","CarePlus New Jersey Mental Health Care, Psychiatrists, Psychologists, Therapy - Home (careplusnj.org)",MtL,7401.0,(201) 265-8200
0217,Fairlawn Commons Apts,52.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Fairlawn Commons | Piazza & Associates Inc. (piazzanj.com),MtL,7401.0,(609) 786-1100
0217,Fairlawn housing rehab,7.0,,Fair Lawn Borough,"8-01 Fair Lawn Av, Fair Lawn 07401","Home | Fair Lawn, NJ",MtL,7401.0,(201) 796-1700
0217,Jawonio NJ Inc group home,4.0,special,NJ Jawonio Inc,"2410 Elington Rd, Fair Lawn 07410",,MtL,7401.0,(201) 398-9020
0217,Jewish Association for Developmentally Disabaled,6.0,special,Jewish Association for Developmentally Disabled,"50 Eisenhower Dr, ste 202, Paramus 07652",J-ADD - Jewish Association for Developmental Disabilities,MtL,7401.0,(201) 457-0058
0217,Life Opportunities Unlimited group home,4.0,special,Life Opportunities Unlimited Inc,"75 N Maple, ste 104, Ridgewood 07450",Life Opportunities Unlimited,MtL,7401.0,(201) 398-1776
0217,River House,3.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",River House | Piazza & Associates Inc. (piazzanj.com),MtL,7410.0,(609) 786-1100
0218,Bergan County housing rehab,8.0,,Fairview Borough,"59 Anderson Av, Fairview 07022",Home - Fairview Borough,MtL,7022.0,(201) 943-3000
0218,Eastview Towers,204.0,age,Oster Realty Corp,"429 Englewood Av, Englewood Cliffs 07632",Contact Us - Oster Properties Management,HUD,7022.0,(201) 567-0070
0218,Fairview Apts / Biltmore Plaza,146.0,family,Roizman Development,"832 Germantown Pk, ste 5, Plymouth Meeting, PA 19562",,MtL,7022.0,(201) 941-7700
0218,Fairview Gardens,9.0,age,Bergen County Housing Authority,"1 Bergen County Plaza, Hackensack 07631",Housing Authority of Bergen County (habcnj.org),PHA,7022.0,(201) 592-8118
0218,Fairview housing rehab 1,18.0,,Fairview Borough,"59 Anderson Av, Fairview 07022",Home - Fairview Borough,MtL,7022.0,(201) 943-3000
0218,Fairview housing rehab 2,4.0,,Fairview Borough,"59 Anderson Av, Fairview 07022",Home - Fairview Borough,MtL,7022.0,(201) 943-3000
0218,Fairview housing rehab 3,4.0,,Fairview Borough,"59 Anderson Av, Fairview 07022",Home - Fairview Borough,MtL,7022.0,(201) 943-3000
0219,Fort Lee Housing Authority,,,Fort Lee Housing Authority,,The Fort Lee Housing Authority (flha.org),PHA,7024.0,(201) 947-7400
0219,8th St reconstruction ,10.0,,Fort Lee Borough,"309 Main St, Fort Lee 07024","Fort Lee Borough, NJ | Official Website (fortleenj.org)",MtL,7024.0,(201) 592-3500
0219,Fort Lee housing rehab program,160.0,,Fort Lee Borough,"309 Main St, Fort Lee 07024","Fort Lee Borough, NJ | Official Website (fortleenj.org)",MtL,7024.0,(201) 592-3500
0219,Fort Lee supportive & special needs housing,5.0,,Fort Lee Borough,"309 Main St, Fort Lee 07024","Fort Lee Borough, NJ | Official Website (fortleenj.org)",MtL,7024.0,(201) 592-3500
0219,"Holtje House, family apts",20.0,family,Fort Lee Housing Authority,"1403 Teresa Dr, Fort Lee 07024",The Fort Lee Housing Authority (flha.org),PHA,7024.0,(201) 947-7400
0219,"Holtje House, senior apts / Henry J Holte House",20.0,age,Fort Lee Housing Authority,"1403 Teresa Dr, Fort Lee 07024",The Fort Lee Housing Authority (flha.org),PHA,7024.0,(201) 947-7400
0219,Liberty Place,59.0,family,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Liberty Place at Fort Lee (pennrose.com),HMFA,7024.0,(201) 561-7179
0219,Malcolm Towers Senior Apts / Fort Lee,226.0,age,LIHC Investment Group,"1 Portland Sq, ste 6A, Portland ME 04101",LIHC Affordable - LIHC Investment Group,HMFA,7024.0,(201) 461-6565
0219,Mediterranean House,305.0,age,,,,HUD,7024.0,(201) 585-1600
0219,Pinnacle Apts,90.0,family,Daibes Enterprises Inc,"1000 Portside Dr, Edgeweater 07020","Home | The Pinnacle | Fort Lee, NJ (thepinnaclefortlee.com)",MtL,7024.0,(201) 585-0158
0219,Sylvan Ridge / Dyker Ridge LLC,8.0,,Fort Lee Borough,"309 Main St, Fort Lee 07024","Fort Lee Borough, NJ | Official Website (fortleenj.org)",MtL,7024.0,(201) 592-3500
0219,Whitehall Towers,18.0,family,Fort Lee Borough,"309 Main St, Fort Lee 07024","Fort Lee Borough, NJ | Official Website (fortleenj.org)",MtL,7024.0,(201) 592-3500
0220,Mcoy Place,40.0,family,Alpert Group,"1 Parker Plaza, Fort Lee 07024",McCoy Place - The Alpert Group,MtL,7417.0,(201) 886-7800
0220,Reserves at Franklin Lakes,55.0,,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Reserves at Franklin Lakes | Piazza & Associates Inc. (piazzanj.com),MtL,7417.0,(609) 786-1100
0220,University  Heights / Mill Pond Estates,15.0,,,,,MtL,7417.0,(201) 891-5325
0221,Garfield Housing Authority,,,Garfield Housing Authority,"71 Daniel P Conti Ct, Garfield 07026",Garfield Housing Authority,PHA,7026.0,(973) 340-4170
0221,Belmont Gardens,135.0,age,Garfield Housing Authority,"71 Daniel P Conti Ct, Garfield 07026",Belmont Gardens @ Garfield Housing Authority,PHA,7026.0,(973) 340-4170
0221,Daniel P Conti Court,70.0,age,Garfield Housing Authority,"71 Daniel P Conti Ct, Garfield 07026",Daniel P. Conte Court @ Garfield Housing Authority,PHA,7026.0,(973) 340-4170
0221,Garfield housing rehab 1,58.0,,Garfield City,"111 Outwater Ln, Garfield 07026","The Official Website of The City of Garfield, NJ - Home (garfieldnj.org)",MtL,7026.0,(973) 340-2000
0221,Garfield housing rehab 2,29.0,,Garfield City,"111 Outwater Ln, Garfield 07026","The Official Website of The City of Garfield, NJ - Home (garfieldnj.org)",MtL,7026.0,(973) 340-2000
0221,Garfield housing rehab  3,3.0,,Garfield City,"111 Outwater Ln, Garfield 07026","The Official Website of The City of Garfield, NJ - Home (garfieldnj.org)",MtL,7026.0,(973) 340-2000
0221,Garfield Senior Housing,36.0,age,Penwal Affordable Hsg Corp,"300 Frank Burr Blvd, ste 25, Teaneck 07666",,tax credit,7026.0,(973) 365-6137
0221,General Pulaski Court / Pulaski Court,101.0,family,Garfield Housing Authority,"71 Daniel P Conti Ct, Garfield 07026",Pulaski Court @ Garfield Housing Authority,PHA,7026.0,(973) 340-4170
0221,Golden Tower,100.0,age,Garfield Housing Authority,"71 Daniel P Conti Ct, Garfield 07026",Golden Tower @ Garfield Housing Authority,PHA,7026.0,(973) 340-4170
0221,Marzitelli Court,100.0,family,Garfield Housing Authority,"71 Daniel P Conti Ct, Garfield 07026",Marzitelli Court @ Garfield Housing Authority,PHA,7026.0,(973) 340-4170
0222,Glen Rock group home,6.0,special,Spectrum for Living Corp,"210 Rivervale Rd, ste 3, River Vale 07675",Spectrum For Living - Serving People with Developmental Disabilities,HUD,7452.0,(201) 358-8000
0222,Glen Rock Square,2.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7452.0,(609) 664-2769
0222,Life Opportunities Unlimited group home,3.0,special,Life Opportunities Unlimited Inc,"75 N Maple, ste 104, Ridgewood 07450",Life Opportunities Unlimited,MtL,7542.0,(201) 251-1277
0222,Spectrum for Living group homes 1 & 2,12.0,special,Spectrum for Living Inc,"210 Rivervale Rd, ste 3, River Vale 07675",Spectrum For Living - Serving People with Developmental Disabilities,MtL,7542.0,(201) 358-8000
0223,Hackensack Housing Authority,,,Hackensack Housing Authority,"65 1st St, Hackensack 07601",Hackensack Housing Authority,PHA,7601.0,(201) 342-4280
0223, W B Widnall Towers,100.0,age,Hackensack Housing Authority,"65 1st St, Hackensack 07601",Widnall Towers – Hackensack Housing Authority,PHA,7601.0,(201) 342-4280
0223,"Advanced Housing Inc group homes 1, 2, & 3",6.0,special,Advance Housing Inc,"100 Holloster Rd, Teterboro 07608",Advance Housing – Hope starts with all of us…,MtL,7601.0,(201) 498-9140
0223,Alliance Against Homelessness / AAH Bergen Co,8.0,special,Alliance Against Homelessness of Bergen County,"267 Pascack Rd, Washington Township 07676",,MtL,7601.0,(201) 644-1700
0223,Alston Arms / Elsie Jay 1 & 2,103.0,family,Richmond Housing Assoc,,,HUD,7601.0,(201) 342-9523
0223,Barsalona Court,46.0,age,Hackensack Housing Authority,"65 1st St, Hackensack 07601",Barsalona Court – Hackensack Housing Authority,PHA,7601.0,(201) 342-4280
0223,Bergen & Passaic County ARC group home,4.0,special,Bergan & Passaic County ARC,"223 Moore St, Hackensack 07601",The Arc of Bergen | Passaic County NJ (arcbp.com),MtL,7601.0,(201) 343-0322
0223,Clinton Terrace condos,24.0,family,,,,MtL,7601.0,(201) 646-3920
0223,Community Action for Independent Living group home,5.0,special,Community Action  for Independent Living Inc,"1 Cornell Pkwy, ste 3, Springfield 07081",Community Access Unlimited | CAUNJ | NJ Nonprofit,MtL,7601.0,(201) 342-1084
0223,Comprehensive Behavioral Healthcare group home,7.0,special,,,Family Support Services — CBH Care,MtL,7601.0,(201) 646-0333
0223,Dizenzo Court,60.0,age,Hackensack Housing Authority,"65 1st St, Hackensack 07601",Dizenzo Court – Hackensack Housing Authority,PHA,7601.0,(201) 342-4280
0223,Existing rooming and boarding houses,427.0,special,Hackensack City,,,MtL,7601.0,(201) 646-3920
0223,Franklin Gardens condominiums,2.0,family,Bergen County Housing Authority,"1 Bergen County Plz,  2nd fl, Hackensack, 07601",,MtL,7601.0,(201) 646-3920
0223,Hackensack housing rehab,33.0,,,,,MtL,7601.0,(201) 646-3920
0223,Harry Berkie Gardens,100.0,age,Hackensack Housing Authority,"65 1st St, Hackensack 07601",Harry Berkie Gardens – Hackensack Housing Authority,PHA,7601.0,(201) 342-4280
0223,Neighbors 1 & 2,2.0,special,,,,MtL,7601.0,(201) 646-3920
0223,Oratam Court,144.0,family,Hackensack Housing Authority,"65 1st St, Hackensack 07601",Oratam Court – Hackensack Housing Authority,PHA,7601.0,(201) 342-4280
0223,Ostroski Court,50.0,family,Hackensack Housing Authority,"65 1st St, Hackensack 07601",Ostrowski Court – Hackensack Housing Authority,PHA,7601.0,(201) 342-4280
0223,Patrick DiZenzo Ct,61.0,age,Hackensack Housing Authority,"65 1st St, Hackensack 07601",,MtL,7601.0,(201) 342-4280
0223,Pulaski Place condominiums,4.0,family,Bergen County Housing Authority,"1 Bergen County Plz,  2nd fl, Hackensack, 07601",,MtL,7601.0,(201) 646-3920
0223,Widnal Towers,100.0,age,Hackensack Housing Authority,"65 1st St, Hackensack 07601",Widnall Towers – Hackensack Housing Authority,MtL,7601.0,(201) 342-4280
0223,Warner House single room occupency,20.0,special,Community Housing Partnership,,,MtL,7601.0,(201) 569-7991
0225,Hasbrouck Heights Senior Apts,31.0,age,Bergen County Housing Authority,"1 Bergen County Plaza, Hackensack 07631",Housing Authority of Bergen County (habcnj.org),PHA,7604.0,(201) 592-8118
0226,Haworth group home,6.0,special,Spectrum for Living Corp,"210 Rivervale Rd, ste 3, River Vale 07675",Spectrum For Living - Serving People with Developmental Disabilities,HUD,7641.0,(201) 358-8000
0227,273 Broadway,2.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",www.piazza-and-associates.com/property/273-broadway/,MtL,7205.0,(609) 786-1100
0227,Alliance Against Homelessness,4.0,special,Alliance Against Homelessness of Bergen County,"267 Pascack Rd, Washington Township 07676",,MtL,7205.0,(201) 644-1700
